path,bytes,sha256,disposition
evidence/cadence/tesla-960-dpr1.5-card.png,152048,e8f017192d8794cd849db6c37f962abf298cc543bf2e28d69f674fa75a91d78f,included
evidence/cadence/tesla-960-dpr1.5.png,1044899,0d2dd3e76e9f45f2973b3855000d8aef5804e3dcf9b0afd63b0fb737ad96d387,local-history-only
evidence/cadence/tesla-960-dpr1.png,477797,270b9bc6dc1fb918825a0ce72f0df2dc1365a9f9eddffbedb22d3e1c1fceefa9,local-history-only
evidence/cadence/tesla-960-dpr2-card.png,251880,5b67868006d61da90cf6d92ec9b8cdf42b090415ff46e9900b23852e05ab0aff,local-history-only
evidence/cadence/tesla-960-dpr2.png,1656103,94470a155a13285f73acfc85123b864ed6e6f14c6d27e85bef9e628a381f193d,local-history-only
evidence/cadence/tesla-attackSpeed-200-to-180-card.png,74997,21615d15ab1e52da12e088563e01f8e3b47e77bfed769db585a73c9ed3d5e7e3,local-history-only
evidence/cadence/tesla-attackSpeed-200-to-180.png,477607,5db33901724b4894c42146864916dcd9269457f215228b5156ce02d5abbb9fa3,local-history-only
evidence/cadence/tesla-cap-and-mutation.png,480474,90a0cdd3962300e2a7a3c47388fc91564efebbd5537ab721c1fea56e3074e131,local-history-only
evidence/cadence/tesla-disabled-cap-and-active-mutation.png,506026,d9834a534b8036b955e00e6e9be8f2bc87e45da4873f653a216ff3e97e787846,local-history-only
evidence/cadence/tesla-hover-card.png,76206,9d379b5dd6bc0d35f64a889e024a7a81acf3bf8dc0f7a170e349837f7d49dead,local-history-only
evidence/cadence/tesla-missing-weapon-card.png,70855,ffd35cabb8c689cc652495989b1de4255fe05ab64a66da040e4b1a6c1b390246,local-history-only
evidence/cadence/tesla-missing-weapon.png,463206,ec2043f0d8f9be69955e4eca800ea69472ca0bfd58b99aa96e4f069404800448,local-history-only
evidence/cadence/tesla-teslaCooldown-180-to-180-card.png,81388,894330baf699530130d6e8807bc2bb90f1d7fac95f1a86c508cffb247bf51bf1,local-history-only
evidence/cadence/tesla-teslaCooldown-180-to-180.png,493087,ad155662461f7c09a5a631072227c8c335d5ef83e9f180b31c95c584cd98f934,local-history-only
evidence/cadence/tesla-teslaCooldown-190-to-180-card.png,75592,cec15d0d03a623807340e9832f7b56016f6920d36145fba56aae380ca67badd7,local-history-only
evidence/cadence/tesla-teslaCooldown-190-to-180.png,478473,4fe7605793dfcdfdc2601dae2db3c33d01013d03b12d30a2480bda65af1e8b2e,local-history-only
evidence/cadence/u1-rifle-selected.png,881008,725cf0ca31bc5506337bfc2c8458389eb3246995babc44f65fdc2165ec36c8cd,local-history-only
evidence/cadence/upgrade-focus.png,496273,7ceea8a6c2bf85de7265f81e7aa0bac185335fc5d346efcbf9e7fa0cb48c358f,local-history-only
evidence/cadence/upgrade-hover.png,495583,2ee2548fe56f361137be68955b25982ed4be20bfbf3436b39802a7249334c621,local-history-only
evidence/cadence/upgrade-pressed.png,503687,c727b1a2510fbefa46b7dfc2f195b6aff993beae45d324775c30ac1b769ac5ee,local-history-only
evidence/cadence/upgrade-rerolls-exhausted.png,471798,06d44a5f92c575602271a3f1f944eef9c0875c35b8338dc04bca41bd65a40d15,local-history-only
evidence/cadence/upgrade-selected.png,517762,9ac24a3d4d153075a7b63b1636110b7be37eb302fe769a0d4938f73b2788c815,local-history-only
evidence/cadence/user-feedback.png,177333,ac6b4948110e40d14fd0c51771195c07a1453b0b95cf30a763ac3f9abee57f0a,local-history-only
evidence/cadence/victory-result-interaction.png,538862,f5d416edfccd6f63eb0ca789606ba1b0aad3f72eae93609697b518b83e4db755,local-history-only
evidence/diff-check.txt,460,62e889e980e2a8dcdefb80cff8a71d38527c3c95f56641d5d7854d0efb18ab30,local-history-only
evidence/display-matrix.json,13643,1a4e8f8cbc4709d55a01a2d93d37ae4a5c04e318a6b90090de08812e8b3bf38c,local-history-only
evidence/extra-rifle-capped-and-mutation.png,386798,61a1078a789937f51cffaeeb729e8275ee83452d51b27a9a33c60b50fe73262d,local-history-only
evidence/extra-state-results.json,3707,8a6b01cf26d10e5486eb03aae1443a6bdb9e9460dacebe34de2fb7790bc94df5,local-history-only
evidence/extra-tesla-build-bottom.png,394645,66c1c591a3e0cfa154a9f55119ebffdef69ace1e7eca882b851d266e1ae8c58a,local-history-only
evidence/extra-tesla-build-top.png,395905,12a8420b72de93d58f605cbd59e54b75e8be673502046418ce9041d113e9ae0b,local-history-only
evidence/extra-tesla-upgrade-normal.png,312219,debf9cd32ae3a825bbb8bd688c0e0b4ced52a417adb33291446152d920397e42,local-history-only
evidence/extra-upgrade-long-description.png,406740,e5f238766106a888240b1c8d6888144f7ca82e8994867aad451c954cc2cd3aef,local-history-only
evidence/failure-initial.png,236733,a9c1645fcf6fee80ca9740aa889d6812898a98a9c3a202ab59f662ccb36786b5,local-history-only
evidence/failure-result-interaction.png,236921,2b65c496e4826210b0d0bb237d683260b9eb104fe623fd84e7d02b5cd891acae,local-history-only
evidence/fallback-build-detached-visible.png,175221,43932e019a5e84adbcce7a323a4b6ce15198c2f4a21b6b7594a5c42ab29cf49e,local-history-only
evidence/fallback-dom-pause.png,154241,caa20a5178cbe02707ad9d04c7eb1c3feb653ed6c8fb76e7f3d72a318d2150dc,local-history-only
evidence/fallback-dom-victory.png,142164,7705fd85868182cd92743687ea1758644f5f7ab7cc804b6a46cc391b79186f76,local-history-only
evidence/fallback-missing-material.png,215775,1a4db2314ae42c1e07d963711501eeb693d6e4765df78a09dfafac21cc58ab93,local-history-only
evidence/fallback-phaser-upgrade.png,124066,5e71284326c1803c8d871cd6017957d239753222cee5dc647b7b02365a5a3deb,local-history-only
evidence/fallback-texture-pause.png,184510,25890b2bfe524a3dee963fdb14ea12891ad585f018cba20ae5da5efb618c090e,local-history-only
evidence/fallback-texture-victory.png,299594,ba07b0e267619bdada2b646a71b14da2acdd1429230f248effbd0b5cc25480b2,local-history-only
evidence/final-checks.txt,155,e5844a3bb5068c5e573c182e94433cb45f8fea32d4806fb21ff0d969d3533236,local-history-only
evidence/final-git-status.txt,6773,38318aaf46b459117b7c114db990196c74951f3825de5dc7385d5fb00e2451c1,local-history-only
evidence/initial-browser-errors.json,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,local-history-only
evidence/interaction-results.json,1505,170c8631e853714b768315582df4a227aaf965532336c5ad30c6cb75deb87c3a,local-history-only
evidence/keyboard-results.json,360,ab389d5fbb986ed1f71c0d2fe68c8cc3c4ff15e5a11d4e5fe9c1a1296b75ac4a,local-history-only
evidence/natural-combat.png,95437,57ab7cda9492aed6affe43382e36508232750d4d786dcf4f5dc41a524f4137c9,local-history-only
evidence/natural-first-upgrade.png,317855,d02f10fe8c9214e6bf4a308e292c4def710c139a6dfffbb1d0959275b6197ea9,local-history-only
evidence/natural-play.json,743,006433cb7c4089140c2900b3fb9a8600cac10c1ff8f2b45658934b946b31487c,local-history-only
evidence/natural-start-hud.png,105438,4606560e0c3a5cfeef2a294ad9cfc08f02f5e287d4db35b04763200898cd623a,local-history-only
evidence/natural-ui-start-and-movement.png,98013,3bd3231da895df1652b07903281ec05d7dafbb11bc4d2b2470306fdc07d1b3a4,local-history-only
evidence/npm-test.txt,73606,7195af55361e581f17e0ff2ff89cffa525a15b65c6a6c7712b7325d18de0762d,local-history-only
evidence/pause-initial.png,309850,98debe8c794bbae5f218baa8b80accb2510434ecd2a3100ae834c7c4dd5b0855,local-history-only
evidence/pause-natural-after-camera-move.png,296750,1e2c00bcab71ae8566d968cec5aa9d6efb9ee9e46971877abd5b9168aa384998,local-history-only
evidence/pause-power-outage.png,281455,465383de3ec7a21e17b3e800d529e5b6915bf49d6f85f57312722f2ea6194365,local-history-only
evidence/polish/1440x810-dpr1-build.png,961504,c3069216480eea10fd425179ee8d23dfdf539a622bab470a0b1a0412b3e9051c,local-history-only
evidence/polish/1440x810-dpr1-failure.png,913877,fabc2d9ab9e6e2203d0203e9c221928d40dc4140bcac5603b4704bbe6c2b4871,local-history-only
evidence/polish/1440x810-dpr1-pause.png,677781,65eb20492db9e3180ab403d0a2dfe2d21d6de91bdb71c06839b4d7bd9c00b1a0,local-history-only
evidence/polish/1440x810-dpr1-upgrade.png,982193,8433067fddd4cf7452b54369efa7576f827daa5d7027eb4dc3c79b6aa93df49e,local-history-only
evidence/polish/1440x810-dpr1-victory.png,1149907,ebd1282ebfdb11f10beb090abe2d0d228219d34cc937b34e7d59f294a7f83cd7,local-history-only
evidence/polish/1440x810-dpr1.5-build.png,1919830,15100c9e1a176604b25c859e53271a0711a7cb5bdb73194fcdce6a23e82eb554,local-history-only
evidence/polish/1440x810-dpr1.5-failure.png,1879957,21612f80a78735a728e2e085a5fb880a41db40314a7a976b82caab0534a5fa9c,local-history-only
evidence/polish/1440x810-dpr1.5-pause.png,1373649,d832b57c2fe2a4737714324fd2aa98240716bbf2663f10d00aa8b5348d127f16,local-history-only
